,square,space_H,space_W,square_H,square_W,margin_H,margin_W,amount_sq_H,amount_sq_W,h,w,busbar_width,coverage [%],amount of ptc elements,square/aspect-ratio
1843,0.175,2.4,1.8,1.1,6.3,1.95,3.25,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1844,0.175,2.4,2.0999999999999996,1.1,6.3,1.95,2.95,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1845,0.175,2.4,2.4,1.1,6.3,1.95,2.65,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1846,0.175,2.4,2.6999999999999997,1.1,6.3,1.95,2.35,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1847,0.175,2.4,2.9999999999999996,1.1,6.3,1.95,2.05,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1848,0.175,2.4,3.3,1.1,6.3,1.95,1.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1849,0.175,2.4,3.5999999999999996,1.1,6.3,1.95,1.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1850,0.175,2.4,3.8999999999999995,1.1,6.3,1.95,1.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1851,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1852,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1853,0.175,2.4,1.5,1.1,6.3,1.95,3.55,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1854,0.175,2.4,1.8,1.1,6.3,1.95,3.25,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1855,0.175,2.4,2.0999999999999996,1.1,6.3,1.95,2.95,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1856,0.175,2.4,2.4,1.1,6.3,1.95,2.65,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1857,0.175,2.4,2.6999999999999997,1.1,6.3,1.95,2.35,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1858,0.175,2.4,2.9999999999999996,1.1,6.3,1.95,2.05,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1859,0.175,2.4,3.3,1.1,6.3,1.95,1.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1860,0.175,2.4,3.5999999999999996,1.1,6.3,1.95,1.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1861,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1862,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1863,0.175,2.4,1.5,1.1,6.3,1.95,3.55,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1864,0.175,2.4,1.8,1.1,6.3,1.95,3.25,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1865,0.175,2.4,2.0999999999999996,1.1,6.3,1.95,2.95,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1866,0.175,2.4,2.4,1.1,6.3,1.95,2.65,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1867,0.175,2.4,2.6999999999999997,1.1,6.3,1.95,2.35,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1868,0.175,2.4,2.9999999999999996,1.1,6.3,1.95,2.05,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1869,0.175,2.4,0.6,1.1,6.3,1.95,4.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1870,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1871,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1872,0.175,2.4,1.5,1.1,6.3,1.95,3.55,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1873,0.175,2.4,1.8,1.1,6.3,1.95,3.25,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1874,0.175,2.4,2.0999999999999996,1.1,6.3,1.95,2.95,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1875,0.175,2.4,2.4,1.1,6.3,1.95,2.65,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1876,0.175,2.4,2.6999999999999997,1.1,6.3,1.95,2.35,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1877,0.175,2.4,0.6,1.1,6.3,1.95,4.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1878,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1879,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1880,0.175,2.4,1.5,1.1,6.3,1.95,3.55,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1881,0.175,2.4,1.8,1.1,6.3,1.95,3.25,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1882,0.175,2.4,2.0999999999999996,1.1,6.3,1.95,2.95,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1883,0.175,2.4,2.4,1.1,6.3,1.95,2.65,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1884,0.175,2.4,0.3,1.1,6.3,1.95,4.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1885,0.175,2.4,0.6,1.1,6.3,1.95,4.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1886,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1887,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1888,0.175,2.4,1.5,1.1,6.3,1.95,3.55,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1889,0.175,2.4,1.8,1.1,6.3,1.95,3.25,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1890,0.175,2.4,0.3,1.1,6.3,1.95,4.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1891,0.175,2.4,0.6,1.1,6.3,1.95,4.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1892,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1893,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1894,0.175,2.4,1.5,1.1,6.3,1.95,3.55,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1895,0.175,2.4,0.3,1.1,6.3,1.95,4.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1896,0.175,2.4,0.6,1.1,6.3,1.95,4.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1897,0.175,2.4,0.8999999999999999,1.1,6.3,1.95,4.15,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1898,0.175,2.4,1.2,1.1,6.3,1.95,3.85,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1899,0.175,2.4,0.3,1.1,6.3,1.95,4.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1900,0.175,2.4,0.6,1.1,6.3,1.95,4.45,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1901,0.175,2.4,0.3,1.1,6.3,1.95,4.75,45.0,3.0,159.0,29.0,5.379,14.0,135.0,0.17
1902,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1903,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1904,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1905,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1906,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1907,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1908,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1909,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1910,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1911,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1912,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1913,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1914,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1915,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1916,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1917,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1918,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1919,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1920,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1921,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1922,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1923,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1924,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1925,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1926,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1927,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1928,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1929,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1930,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1931,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1932,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1933,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1934,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1935,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1936,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1937,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1938,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1939,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1940,0.179,2.6999999999999997,2.9999999999999996,0.7,3.9,2.65,5.65,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1941,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1942,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1943,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1944,0.179,2.6999999999999997,2.9999999999999996,0.7,3.9,2.65,5.65,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1945,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1946,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1947,0.179,2.6999999999999997,2.6999999999999997,0.7,3.9,2.65,5.95,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1948,0.179,2.6999999999999997,2.9999999999999996,0.7,3.9,2.65,5.65,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1949,0.179,2.6999999999999997,2.6999999999999997,0.7,3.9,2.65,5.95,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1950,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1951,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1952,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1953,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1954,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1955,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1956,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1957,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1958,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1959,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1960,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1961,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1962,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1963,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1964,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1965,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1966,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1967,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1968,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1969,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1970,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1971,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1972,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1973,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1974,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1975,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1976,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1977,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1978,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1979,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1980,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1981,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1982,0.179,2.6999999999999997,4.5,0.7,3.9,2.65,4.15,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1983,0.179,2.6999999999999997,4.8,0.7,3.9,2.65,3.85,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1984,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1985,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1986,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1987,0.179,2.6999999999999997,4.2,0.7,3.9,2.65,4.45,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1988,0.179,2.6999999999999997,2.9999999999999996,0.7,3.9,2.65,5.65,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1989,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1990,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1991,0.179,2.6999999999999997,3.8999999999999995,0.7,3.9,2.65,4.75,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1992,0.179,2.6999999999999997,2.9999999999999996,0.7,3.9,2.65,5.65,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1993,0.179,2.6999999999999997,3.3,0.7,3.9,2.65,5.35,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1994,0.179,2.6999999999999997,3.5999999999999996,0.7,3.9,2.65,5.05,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1995,0.179,2.6999999999999997,2.6999999999999997,0.7,3.9,2.65,5.95,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1996,0.179,2.6999999999999997,2.9999999999999996,0.7,3.9,2.65,5.65,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1997,0.179,2.6999999999999997,2.6999999999999997,0.7,3.9,2.65,5.95,46.0,3.0,159.0,29.0,5.379,6.0,138.0,0.18
1998,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
1999,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2000,0.186,3.3,0.8999999999999999,1.1,5.9,1.95,1.35,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2001,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2002,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2003,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2004,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2005,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2006,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2007,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2008,0.186,3.3,0.8999999999999999,1.1,5.9,1.95,1.35,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2009,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2010,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2011,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2012,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2013,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2014,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2015,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2016,0.186,3.3,0.8999999999999999,1.1,5.9,1.95,1.35,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2017,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2018,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2019,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2020,0.186,3.3,0.6,1.1,5.9,1.95,1.8,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2021,0.186,3.3,0.3,1.1,5.9,1.95,2.25,36.0,4.0,159.0,29.0,5.379,14.0,144.0,0.19
2022,0.191,3.3,1.2,0.9,4.7,3.45,3.3,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2023,0.191,3.3,1.5,0.9,4.7,3.45,2.85,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2024,0.191,3.3,1.8,0.9,4.7,3.45,2.4,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2025,0.191,3.3,2.0999999999999996,0.9,4.7,3.45,1.95,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2026,0.191,3.3,2.4,0.9,4.7,3.45,1.5,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2027,0.191,3.3,2.6999999999999997,0.9,4.7,3.45,1.05,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2028,0.191,3.3,1.2,0.9,4.7,3.45,3.3,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2029,0.191,3.3,1.5,0.9,4.7,3.45,2.85,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2030,0.191,3.3,1.8,0.9,4.7,3.45,2.4,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2031,0.191,3.3,2.0999999999999996,0.9,4.7,3.45,1.95,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2032,0.191,3.3,2.4,0.9,4.7,3.45,1.5,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2033,0.191,3.3,1.2,0.9,4.7,3.45,3.3,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2034,0.191,3.3,1.5,0.9,4.7,3.45,2.85,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2035,0.191,3.3,1.8,0.9,4.7,3.45,2.4,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2036,0.191,3.3,2.0999999999999996,0.9,4.7,3.45,1.95,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2037,0.191,3.3,0.8999999999999999,0.9,4.7,3.45,3.75,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2038,0.191,3.3,1.2,0.9,4.7,3.45,3.3,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2039,0.191,3.3,1.5,0.9,4.7,3.45,2.85,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2040,0.191,3.3,1.8,0.9,4.7,3.45,2.4,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2041,0.191,3.3,0.8999999999999999,0.9,4.7,3.45,3.75,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2042,0.191,3.3,1.2,0.9,4.7,3.45,3.3,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2043,0.191,3.3,1.5,0.9,4.7,3.45,2.85,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2044,0.191,3.3,0.8999999999999999,0.9,4.7,3.45,3.75,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2045,0.191,3.3,1.2,0.9,4.7,3.45,3.3,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2046,0.191,3.3,0.6,0.9,4.7,3.45,4.2,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2047,0.191,3.3,0.8999999999999999,0.9,4.7,3.45,3.75,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2048,0.191,3.3,0.6,0.9,4.7,3.45,4.2,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
2049,0.191,3.3,0.6,0.9,4.7,3.45,4.2,37.0,4.0,159.0,29.0,5.379,9.0,148.0,0.19
