,coverage [%],amount of ptc elements,square/aspect-ratio
1926,6.0,138.0,0.18
1927,6.0,138.0,0.18
1928,6.0,138.0,0.18
1929,6.0,138.0,0.18
1930,6.0,138.0,0.18
1931,6.0,138.0,0.18
1932,6.0,138.0,0.18
1933,6.0,138.0,0.18
1934,6.0,138.0,0.18
1935,6.0,138.0,0.18
1936,6.0,138.0,0.18
1937,6.0,138.0,0.18
1938,6.0,138.0,0.18
1939,6.0,138.0,0.18
1940,6.0,138.0,0.18
1941,6.0,138.0,0.18
1942,6.0,138.0,0.18
1943,6.0,138.0,0.18
1944,6.0,138.0,0.18
1945,6.0,138.0,0.18
1946,6.0,138.0,0.18
1947,6.0,138.0,0.18
1948,6.0,138.0,0.18
1949,6.0,138.0,0.18
1950,6.0,138.0,0.18
1951,6.0,138.0,0.18
1952,6.0,138.0,0.18
1953,6.0,138.0,0.18
1954,6.0,138.0,0.18
1955,6.0,138.0,0.18
1956,6.0,138.0,0.18
1957,6.0,138.0,0.18
1958,6.0,138.0,0.18
1959,6.0,138.0,0.18
1960,6.0,138.0,0.18
1961,6.0,138.0,0.18
1962,6.0,138.0,0.18
1963,6.0,138.0,0.18
1964,6.0,138.0,0.18
1965,6.0,138.0,0.18
1966,6.0,138.0,0.18
1967,6.0,138.0,0.18
1968,6.0,138.0,0.18
1969,6.0,138.0,0.18
1970,6.0,138.0,0.18
1971,6.0,138.0,0.18
1972,6.0,138.0,0.18
1973,6.0,138.0,0.18
1974,6.0,138.0,0.18
1975,6.0,138.0,0.18
1976,6.0,138.0,0.18
1977,6.0,138.0,0.18
1978,6.0,138.0,0.18
1979,6.0,138.0,0.18
1980,6.0,138.0,0.18
1981,6.0,138.0,0.18
1982,6.0,138.0,0.18
1983,6.0,138.0,0.18
1984,6.0,138.0,0.18
1985,6.0,138.0,0.18
1986,6.0,138.0,0.18
1987,6.0,138.0,0.18
1988,6.0,138.0,0.18
1989,6.0,138.0,0.18
1990,6.0,138.0,0.18
1991,6.0,138.0,0.18
1992,6.0,138.0,0.18
1993,6.0,138.0,0.18
1994,6.0,138.0,0.18
1995,6.0,138.0,0.18
1996,6.0,138.0,0.18
1997,6.0,138.0,0.18
1998,14.0,144.0,0.19
1999,14.0,144.0,0.19
2000,14.0,144.0,0.19
2001,14.0,144.0,0.19
2002,14.0,144.0,0.19
2003,14.0,144.0,0.19
2004,14.0,144.0,0.19
2005,14.0,144.0,0.19
2006,14.0,144.0,0.19
2007,14.0,144.0,0.19
2008,14.0,144.0,0.19
2009,14.0,144.0,0.19
2010,14.0,144.0,0.19
2011,14.0,144.0,0.19
2012,14.0,144.0,0.19
2013,14.0,144.0,0.19
2014,14.0,144.0,0.19
2015,14.0,144.0,0.19
2016,14.0,144.0,0.19
2017,14.0,144.0,0.19
2018,14.0,144.0,0.19
2019,14.0,144.0,0.19
2020,14.0,144.0,0.19
2021,14.0,144.0,0.19
2022,9.0,148.0,0.19
2023,9.0,148.0,0.19
2024,9.0,148.0,0.19
2025,9.0,148.0,0.19
2026,9.0,148.0,0.19
2027,9.0,148.0,0.19
2028,9.0,148.0,0.19
2029,9.0,148.0,0.19
2030,9.0,148.0,0.19
2031,9.0,148.0,0.19
2032,9.0,148.0,0.19
2033,9.0,148.0,0.19
2034,9.0,148.0,0.19
2035,9.0,148.0,0.19
2036,9.0,148.0,0.19
2037,9.0,148.0,0.19
2038,9.0,148.0,0.19
2039,9.0,148.0,0.19
2040,9.0,148.0,0.19
2041,9.0,148.0,0.19
2042,9.0,148.0,0.19
2043,9.0,148.0,0.19
2044,9.0,148.0,0.19
2045,9.0,148.0,0.19
2046,9.0,148.0,0.19
2047,9.0,148.0,0.19
2048,9.0,148.0,0.19
2049,9.0,148.0,0.19
2050,9.0,148.0,0.19
2051,9.0,148.0,0.19
2052,9.0,148.0,0.19
2053,9.0,148.0,0.19
2054,9.0,148.0,0.19
2055,9.0,148.0,0.19
2056,9.0,148.0,0.19
2057,9.0,148.0,0.19
2058,9.0,148.0,0.19
2059,9.0,148.0,0.19
2060,9.0,148.0,0.19
2061,9.0,148.0,0.19
2062,9.0,148.0,0.19
2063,9.0,148.0,0.19
2064,9.0,148.0,0.19
2065,9.0,148.0,0.19
2066,9.0,148.0,0.19
2067,9.0,148.0,0.19
2068,9.0,148.0,0.19
2069,9.0,148.0,0.19
2070,9.0,148.0,0.19
2071,9.0,148.0,0.19
2072,9.0,148.0,0.19
2073,9.0,148.0,0.19
2074,9.0,148.0,0.19
2075,9.0,148.0,0.19
2076,9.0,148.0,0.19
2077,9.0,148.0,0.19
2078,9.0,148.0,0.19
2079,9.0,148.0,0.19
2080,3.0,168.0,0.22
2081,3.0,168.0,0.22
2082,3.0,168.0,0.22
2083,3.0,168.0,0.22
2084,3.0,168.0,0.22
2085,3.0,168.0,0.22
2086,3.0,168.0,0.22
2087,3.0,168.0,0.22
2088,3.0,168.0,0.22
2089,3.0,168.0,0.22
2090,3.0,168.0,0.22
2091,3.0,168.0,0.22
2092,3.0,168.0,0.22
2093,3.0,168.0,0.22
2094,3.0,168.0,0.22
2095,3.0,168.0,0.22
2096,3.0,168.0,0.22
2097,3.0,168.0,0.22
2098,3.0,168.0,0.22
2099,3.0,168.0,0.22
2100,3.0,168.0,0.22
2101,3.0,168.0,0.22
2102,3.0,168.0,0.22
2103,3.0,168.0,0.22
2104,3.0,168.0,0.22
2105,3.0,168.0,0.22
2106,3.0,168.0,0.22
2107,6.0,174.0,0.23
2108,6.0,174.0,0.23
2109,6.0,174.0,0.23
2110,6.0,174.0,0.23
2111,6.0,174.0,0.23
2112,6.0,174.0,0.23
2113,6.0,174.0,0.23
2114,6.0,174.0,0.23
2115,6.0,174.0,0.23
2116,6.0,174.0,0.23
2117,6.0,174.0,0.23
2118,6.0,174.0,0.23
2119,6.0,174.0,0.23
2120,6.0,174.0,0.23
2121,6.0,174.0,0.23
2122,6.0,174.0,0.23
2123,6.0,174.0,0.23
2124,6.0,174.0,0.23
2125,6.0,174.0,0.23
2126,6.0,174.0,0.23
2127,6.0,174.0,0.23
2128,6.0,174.0,0.23
2129,6.0,174.0,0.23
2130,6.0,174.0,0.23
2131,6.0,186.0,0.24
2132,6.0,186.0,0.24
2133,6.0,186.0,0.24
2134,6.0,186.0,0.24
2135,6.0,186.0,0.24
2136,6.0,186.0,0.24
2137,6.0,186.0,0.24
2138,6.0,186.0,0.24
2139,20.0,189.0,0.25
2140,20.0,189.0,0.25
2141,20.0,189.0,0.25
2142,20.0,189.0,0.25
2143,20.0,189.0,0.25
2144,20.0,189.0,0.25
2145,20.0,189.0,0.25
2146,20.0,189.0,0.25
2147,20.0,189.0,0.25
2148,20.0,189.0,0.25
2149,20.0,189.0,0.25
2150,20.0,189.0,0.25
2151,20.0,189.0,0.25
2152,20.0,189.0,0.25
2153,20.0,189.0,0.25
2154,20.0,189.0,0.25
2155,20.0,189.0,0.25
2156,20.0,189.0,0.25
2157,20.0,189.0,0.25
2158,20.0,189.0,0.25
2159,20.0,189.0,0.25
2160,20.0,189.0,0.25
2161,20.0,189.0,0.25
2162,20.0,189.0,0.25
2163,20.0,189.0,0.25
2164,20.0,189.0,0.25
2165,20.0,189.0,0.25
2166,20.0,189.0,0.25
2167,20.0,189.0,0.25
2168,20.0,189.0,0.25
2169,20.0,189.0,0.25
2170,20.0,189.0,0.25
2171,20.0,189.0,0.25
2172,20.0,189.0,0.25
2173,20.0,189.0,0.25
2174,20.0,189.0,0.25
2175,20.0,189.0,0.25
2176,20.0,189.0,0.25
2177,20.0,189.0,0.25
2178,20.0,189.0,0.25
2179,20.0,189.0,0.25
2180,20.0,189.0,0.25
2181,20.0,189.0,0.25
2182,20.0,189.0,0.25
2183,20.0,189.0,0.25
2184,20.0,189.0,0.25
2185,20.0,189.0,0.25
2186,20.0,189.0,0.25
2187,20.0,189.0,0.25
2188,20.0,189.0,0.25
2189,20.0,189.0,0.25
2190,20.0,189.0,0.25
2191,20.0,189.0,0.25
2192,20.0,189.0,0.25
2193,20.0,189.0,0.25
2194,20.0,189.0,0.25
2195,20.0,189.0,0.25
2196,20.0,189.0,0.25
2197,20.0,189.0,0.25
2198,20.0,189.0,0.25
2199,20.0,189.0,0.25
2200,20.0,189.0,0.25
2201,20.0,189.0,0.25
2202,20.0,189.0,0.25
2203,20.0,189.0,0.25
2204,20.0,189.0,0.25
2205,20.0,189.0,0.25
2206,20.0,189.0,0.25
2207,20.0,189.0,0.25
2208,9.0,198.0,0.26
2209,9.0,198.0,0.26
2210,9.0,198.0,0.26
2211,9.0,198.0,0.26
2212,9.0,198.0,0.26
2213,9.0,198.0,0.26
2214,9.0,198.0,0.26
2215,9.0,198.0,0.26
2216,9.0,198.0,0.26
2217,9.0,198.0,0.26
2218,9.0,198.0,0.26
2219,9.0,198.0,0.26
2220,9.0,198.0,0.26
2221,9.0,198.0,0.26
2222,9.0,198.0,0.26
2223,9.0,198.0,0.26
2224,9.0,198.0,0.26
2225,9.0,198.0,0.26
2226,9.0,198.0,0.26
2227,9.0,198.0,0.26
2228,9.0,198.0,0.26
2229,9.0,198.0,0.26
2230,9.0,198.0,0.26
2231,9.0,198.0,0.26
2232,9.0,198.0,0.26
2233,9.0,198.0,0.26
2234,9.0,198.0,0.26
2235,9.0,198.0,0.26
2236,9.0,198.0,0.26
2237,9.0,198.0,0.26
2238,9.0,198.0,0.26
2239,9.0,198.0,0.26
2240,9.0,198.0,0.26
2241,9.0,198.0,0.26
2242,9.0,198.0,0.26
2243,9.0,198.0,0.26
2244,9.0,198.0,0.26
2245,9.0,198.0,0.26
2246,9.0,198.0,0.26
2247,9.0,198.0,0.26
2248,9.0,198.0,0.26
2249,9.0,198.0,0.26
2250,9.0,198.0,0.26
2251,9.0,198.0,0.26
2252,9.0,198.0,0.26
2253,9.0,198.0,0.26
2254,9.0,198.0,0.26
2255,9.0,198.0,0.26
2256,9.0,198.0,0.26
2257,9.0,198.0,0.26
2258,9.0,198.0,0.26
2259,9.0,198.0,0.26
2260,9.0,198.0,0.26
2261,9.0,198.0,0.26
2262,9.0,198.0,0.26
2263,9.0,198.0,0.26
2264,9.0,198.0,0.26
2265,9.0,198.0,0.26
2266,9.0,198.0,0.26
2267,9.0,198.0,0.26
2268,9.0,198.0,0.26
2269,9.0,198.0,0.26
2270,9.0,198.0,0.26
2271,9.0,198.0,0.26
2272,9.0,198.0,0.26
2273,9.0,198.0,0.26
2274,6.0,200.0,0.26
2275,6.0,200.0,0.26
2276,6.0,200.0,0.26
2277,6.0,200.0,0.26
2278,6.0,200.0,0.26
2279,6.0,200.0,0.26
2280,6.0,200.0,0.26
2281,6.0,200.0,0.26
2282,6.0,200.0,0.26
2283,6.0,200.0,0.26
2284,6.0,200.0,0.26
2285,6.0,200.0,0.26
2286,6.0,200.0,0.26
2287,6.0,200.0,0.26
2288,6.0,200.0,0.26
2289,3.0,203.0,0.26
2290,3.0,203.0,0.26
2291,3.0,203.0,0.26
2292,3.0,203.0,0.26
2293,3.0,203.0,0.26
2294,9.0,210.0,0.27
2295,9.0,210.0,0.27
2296,9.0,210.0,0.27
2297,9.0,210.0,0.27
2298,9.0,210.0,0.27
2299,9.0,210.0,0.27
2300,9.0,210.0,0.27
2301,9.0,210.0,0.27
2302,9.0,210.0,0.27
2303,9.0,210.0,0.27
2304,9.0,210.0,0.27
2305,9.0,210.0,0.27
2306,9.0,210.0,0.27
2307,9.0,210.0,0.27
2308,9.0,210.0,0.27
2309,9.0,210.0,0.27
2310,9.0,210.0,0.27
2311,9.0,210.0,0.27
2312,9.0,210.0,0.27
2313,9.0,210.0,0.27
2314,9.0,210.0,0.27
2315,9.0,210.0,0.27
2316,9.0,210.0,0.27
2317,9.0,210.0,0.27
2318,9.0,210.0,0.27
2319,9.0,210.0,0.27
2320,9.0,210.0,0.27
2321,9.0,210.0,0.27
2322,9.0,210.0,0.27
2323,9.0,210.0,0.27
2324,9.0,210.0,0.27
2325,9.0,210.0,0.27
2326,6.0,216.0,0.28
2327,6.0,216.0,0.28
2328,6.0,216.0,0.28
2329,6.0,216.0,0.28
2330,6.0,216.0,0.28
2331,6.0,216.0,0.28
2332,6.0,216.0,0.28
2333,6.0,216.0,0.28
2334,6.0,216.0,0.28
2335,6.0,216.0,0.28
2336,6.0,216.0,0.28
2337,6.0,216.0,0.28
2338,6.0,216.0,0.28
2339,9.0,224.0,0.29
2340,9.0,224.0,0.29
2341,9.0,224.0,0.29
2342,9.0,224.0,0.29
2343,9.0,224.0,0.29
2344,9.0,224.0,0.29
2345,9.0,224.0,0.29
2346,9.0,224.0,0.29
2347,26.0,282.0,0.37
2348,26.0,282.0,0.37
2349,3.0,297.0,0.38
2350,3.0,297.0,0.38
2351,3.0,297.0,0.38
2352,3.0,297.0,0.38
2353,3.0,297.0,0.38
2354,3.0,297.0,0.38
2355,14.0,340.0,0.44
2356,14.0,340.0,0.44
2357,14.0,340.0,0.44
2358,14.0,340.0,0.44
2359,14.0,340.0,0.44
2360,14.0,340.0,0.44
2361,14.0,340.0,0.44
2362,14.0,340.0,0.44
2363,14.0,340.0,0.44
2364,14.0,340.0,0.44
2365,14.0,340.0,0.44
2366,14.0,340.0,0.44
2367,14.0,340.0,0.44
2368,14.0,340.0,0.44
2369,14.0,340.0,0.44
2370,14.0,340.0,0.44
2371,14.0,340.0,0.44
2372,3.0,351.0,0.45
2373,3.0,351.0,0.45
2374,6.0,360.0,0.47
2375,6.0,360.0,0.47
2376,6.0,360.0,0.47
2377,6.0,360.0,0.47
2378,6.0,360.0,0.47
2379,6.0,360.0,0.47
2380,6.0,360.0,0.47
2381,6.0,360.0,0.47
2382,6.0,360.0,0.47
2383,6.0,360.0,0.47
2384,6.0,360.0,0.47
2385,6.0,360.0,0.47
2386,6.0,360.0,0.47
2387,6.0,360.0,0.47
2388,6.0,360.0,0.47
2389,6.0,360.0,0.47
2390,6.0,360.0,0.47
2391,6.0,360.0,0.47
2392,6.0,360.0,0.47
2393,6.0,360.0,0.47
2394,6.0,360.0,0.47
2395,14.0,369.0,0.48
2396,14.0,369.0,0.48
2397,14.0,369.0,0.48
2398,14.0,369.0,0.48
2399,6.0,415.0,0.54
2400,6.0,415.0,0.54
2401,6.0,415.0,0.54
2402,6.0,415.0,0.54
2403,6.0,415.0,0.54
2404,6.0,415.0,0.54
2405,6.0,415.0,0.54
2406,6.0,415.0,0.54
2407,6.0,415.0,0.54
2408,6.0,415.0,0.54
2409,6.0,415.0,0.54
2410,6.0,415.0,0.54
2411,6.0,415.0,0.54
2412,6.0,415.0,0.54
2413,6.0,415.0,0.54
2414,6.0,415.0,0.54
2415,6.0,415.0,0.54
2416,6.0,415.0,0.54
2417,3.0,429.0,0.56
2418,3.0,429.0,0.56
2419,3.0,429.0,0.56
2420,3.0,429.0,0.56
2421,3.0,429.0,0.56
2422,34.0,486.0,0.63
2423,34.0,486.0,0.63
2424,34.0,486.0,0.63
2425,6.0,600.0,0.78
